Site,SampleID,Depth,Age,Events,Na,Mg,Al,P,K,Sc,Ti,V,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Y,Zr,Nb,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Pb,Th,U,CaCO3,d13C,d18O,SREY,Ca
762C,23X-3 38,372.89,52.89245763,ETM3,0.566835679,0.311468279,1.120835118,0.060574165,0.468446324,2.546361617,0.055196354,23.13858571,0.023790894,0.916528308,2.545180143,12.13550111,9.604785999,23.84591085,14.5200479,876.1136156,20.74650824,17.32690967,2.076740877,0.420999396,0.907640035,383.1613168,16.18138648,14.87064318,3.180905985,13.54694331,2.533780664,0.579737447,2.846265559,0.412446797,2.589089978,0.548421166,1.642055943,0.228690489,1.405960726,0.204162594,0.498635455,5.047170481,2.661670652,0.211556914,81.70114447,0.085858493,-1.347724034,81.51699855,31.70329371
762C,23X-3 53,373.04,52.92657771,ETM3,0.523380874,0.251774242,0.8122217,0.032011758,0.362397753,1.697302143,0.04035604,20.07624136,0.023756053,0.605166437,1.369112207,7.346803848,9.367111251,27.04749116,9.703755678,839.3021838,13.54879104,11.93880333,1.444805127,0.305447117,0.67653452,727.1414465,10.66942182,9.642512153,1.907247818,7.93154722,1.447275024,0.324827225,1.724356599,0.251621118,1.652402466,0.358832397,1.09534636,0.15538576,0.976685764,0.150739884,0.340863042,4.857429404,1.794915909,0.1660346,85.42676052,0.53588695,-1.066972237,51.83699264,34.9494629
762C,23X-3 64,373.15,52.93236264,ETM3,0.464048023,0.236340135,0.59357262,0.034348062,0.252191788,1.538898476,0.033038348,20.07470431,0.024791514,0.539243474,1.275607472,6.161095809,10.37684024,17.67021158,8.136987517,828.5668111,13.33457957,9.513157684,1.084179806,0.259950048,0.493738653,731.3496732,9.848055662,8.577526117,1.725517196,7.342489557,1.357944339,0.313870459,1.633166132,0.236713258,1.560775951,0.345453299,1.053224674,0.149668113,0.918581365,0.141931327,0.26385416,4.044964503,1.516449651,0.14216879,88.96408017,0.612783503,-1.080001975,48.53949702,36.85854968
762C,23X-3 74,373.25,52.93762166,ETM3,0.530298581,0.255838632,0.575640731,0.033266901,0.221131978,1.485424208,0.029318203,25.48170546,0.020992896,0.89850951,1.811595974,8.697876842,10.27962542,18.72717799,7.499082485,874.9514161,11.88000197,9.298972803,0.992758396,0.637681642,0.431322462,749.1004172,8.945065919,7.949569995,1.582258205,6.440812939,1.252338793,0.270873485,1.484702853,0.211212296,1.424916769,0.314619791,0.946712106,0.134947396,0.862475378,0.123727385,0.252296816,4.27243007,1.426955458,0.13423203,88.21601625,0.624586462,-1.116080823,43.82423528,38.91326602
762C,23X-3 88,373.39,52.9449843,pre-ETM3,0.360550328,0.20795438,0.492650707,0.037263424,0.197052799,1.317996846,0.027055889,20.41755992,0.024537663,0.584682633,1.4682992,6.377502214,13.14558654,21.65053703,6.520481405,788.8100875,11.44870202,7.897278212,0.845255525,0.277116485,0.399580814,682.5852251,8.537048864,7.093106817,1.425333368,5.893603402,1.105834594,0.25996872,1.372837196,0.201848148,1.350605138,0.307650275,0.904613719,0.135629924,0.829323262,0.123859505,0.210208236,4.340325652,1.186447005,0.150238355,79.91175698,0.650717296,-1.075820961,40.98996495,38.01658847
762C,23X-3 94,373.45,52.94813972,pre-ETM3,0.366179457,0.209406268,0.469795905,0.034015191,0.204580071,1.323100855,0.023927027,17.54319006,0.031626055,0.600214316,1.277434516,5.673838316,12.60886297,30.46150621,6.37336025,780.7654914,12.02390782,7.43642483,0.805167636,0.596875517,0.394934914,753.0407645,9.022863521,7.297731678,1.487715775,6.343040735,1.168493592,0.26831929,1.452214876,0.212915398,1.39345923,0.32301683,0.98893248,0.137780204,0.850311665,0.13057608,0.208769925,6.084018758,1.128066327,0.162051186,89.56472836,0.515448035,-0.967990225,43.10127917,38.34488287
762C,23X-CC 6,373.55,52.95339874,pre-ETM3,0.288348541,0.197231483,0.507537224,0.041427168,0.214883893,1.425459116,0.029289196,18.08178888,0.032262989,0.615454931,1.311248858,5.435850807,12.49922553,18.82194399,6.501675881,782.6503058,12.53833914,8.106489528,0.867131269,0.254360715,0.412159803,767.8499005,9.380273752,7.585460376,1.577401689,6.626995086,1.174728549,0.272542774,1.531087108,0.217308176,1.455392465,0.329472136,1.001695777,0.144080045,0.927401392,0.132535317,0.214420997,4.177460048,1.156866951,0.188244744,91.13593855,0.513031443,-0.978869706,44.89471378,37.89217516
762C,23X-CC 38,373.87,52.97022763,pre-ETM3,0.549677049,0.295764069,1.06551673,0.037424886,0.3722634,2.083758101,0.052848753,22.24125637,0.018973382,0.876916971,3.525959854,13.23478904,23.91775588,21.19431568,11.51383007,944.4904702,12.85958721,15.32754794,1.862315765,0.191978455,0.867140015,765.7210516,10.91423462,11.94732821,2.028834839,8.304773337,1.541086134,0.365219502,1.75998549,0.261633172,1.685788831,0.357430595,1.047944051,0.151785927,0.946520392,0.13924695,0.399383418,5.008349128,2.375727475,0.240596132,82.90940192,0.823718301,-1.140744419,54.31139926,34.92989503
762C,24X-1 13,379.14,53.24737834,J,0.455875157,0.287643746,1.00002132,0.037079309,0.324022094,1.791191716,0.04751345,23.70214924,0.015800489,0.804871367,3.538456248,13.33735804,23.64136447,21.81556719,11.21000821,908.7968074,11.28684337,13.46251056,1.734481171,0.10686427,0.816601259,761.189511,9.697107765,10.65902788,1.664415482,6.954235063,1.287172526,0.281010577,1.477289567,0.213088742,1.442738135,0.312916267,0.905376779,0.13096395,0.822128475,0.116989747,0.35719951,5.476450127,2.112388331,0.195286468,85.26491676,0.939974575,-1.095199903,47.25130432,33.5196814
762C,24X-1 37,379.38,53.26,J,0.545986709,0.284201391,1.174613898,0.05714016,0.525375736,2.621343345,0.062174738,28.21205556,0.022989292,1.022550533,2.475654246,13.40633564,40.43455979,17.30611694,15.9438703,934.3897046,15.57242303,17.96903398,2.236333489,0.137738191,1.035492177,637.251251,13.18507554,15.24905286,2.553108259,10.58876857,2.037826422,0.450059709,2.231173871,0.331291733,2.075131177,0.441382416,1.31204905,0.189594506,1.16985141,0.173434293,0.517737347,8.810396927,3.130777683,0.216282943,79.6758861,0.59745899,-1.354521529,67.56022285,30.37511355
762C,24X-1 54,379.55,53.26684394,J,0.539548296,0.262309315,0.995932979,0.049172162,0.433966818,2.118928055,0.053508277,34.40636656,0.019991028,0.917576176,2.421790708,12.36177438,11.68312584,15.74977477,13.87028131,1013.79307,13.55360485,15.68097964,1.876001426,0.135716398,0.877746907,607.1605944,11.35310389,13.24274385,2.179494798,8.960308274,1.640359274,0.387536499,1.896135214,0.277094497,1.75781849,0.373609953,1.091441986,0.155550983,0.990636409,0.139350709,0.437629517,6.32119137,2.710343465,0.203706721,83.09622591,0.607966902,-1.387817974,57.99878967,31.46485339
762C,24X-1 77,379.78,53.27610338,J,0.408976534,0.204173424,0.58369021,0.034732553,0.272835352,1.723530965,0.033300284,18.49863612,0.031510345,0.489201602,1.069108197,4.825366259,10.48652787,18.45645125,8.297225642,842.1930905,11.7180795,9.192488901,1.094704046,0.199041048,0.533728458,648.7628167,8.910906802,9.452674465,1.518957912,6.436783301,1.175747517,0.263427458,1.368332921,0.207719009,1.384236381,0.308756128,0.942182807,0.139408846,0.882047328,0.130169345,0.2616131,6.083330686,1.606662976,0.290756401,89.95951018,0.800118454,-1.105372487,44.83942972,34.33106355
762C,24X-CC 2,380.45,53.30307654,J,0.453589349,0.286664631,0.988595732,0.039054833,0.363225142,2.3114819,0.056214493,28.69954014,0.020966329,0.915006871,5.048056404,21.55359798,14.27190354,19.01633629,12.76653641,1036.473082,12.15788729,14.2793426,1.804566341,0.179752367,0.861283774,679.5035213,10.49744983,13.17894493,1.950202398,7.903112247,1.556309832,0.330251649,1.718717398,0.24764744,1.599226269,0.340597414,1.021816899,0.149384445,0.915234917,0.130018157,0.398210155,5.825862822,2.439615818,0.187356918,84.48770729,1.100918178,-1.28150515,53.69680112,31.01471971
762C,25X-1 5,388.56,53.62957256,I,0.468906782,0.327613792,1.250168755,0.03228716,0.396763637,2.3063149,0.066861266,28.30329632,0.02489642,0.946162743,2.215236979,10.84079846,37.10192976,25.32505403,14.61990335,829.0559333,11.38385154,16.98887147,2.346026803,0.153717251,1.071679064,612.9024976,10.45713924,14.92607731,1.839136989,7.544833053,1.356110353,0.299232533,1.497975964,0.222492698,1.417630299,0.318425774,0.94967215,0.140882779,0.912732016,0.131612855,0.445451339,5.831501822,2.526149071,0.225425186,81.68549251,1.245711577,-0.724416765,53.39780555,30.36230761
762C,25X-1 18,388.69,53.63480616,I,0.435737766,0.304044293,1.165372116,0.036955077,0.365254255,2.262799171,0.061170461,26.71475877,0.027029103,0.86832332,2.059149002,9.954762461,42.70015753,21.79745412,13.64959848,803.5245114,11.10533222,15.84705332,2.169909893,0.139363045,0.987637917,661.2776924,10.03014703,14.75128087,1.787778317,7.118557475,1.280095096,0.272564337,1.432062361,0.216838419,1.378227947,0.315314947,0.950070637,0.135209602,0.867707891,0.13398436,0.441161123,5.478971807,2.447990033,0.251850938,82.44990711,1.185368154,-0.802563691,51.77517151,29.56663566
762C,25X-1 30,388.81,53.63963718,I,0.457588897,0.334718374,1.375386535,0.041371331,0.397365141,2.461671071,0.068952912,29.78665837,0.024740082,1.074114975,2.516288142,12.22121094,30.59840553,23.77776043,15.59098027,845.6756059,11.78158269,18.48874212,2.552129276,0.143444685,1.129323111,684.4474555,10.85858784,16.46527581,2.034100293,7.963506312,1.501841812,0.306795204,1.592582826,0.235820823,1.548790147,0.332196426,1.011202008,0.144192411,0.88588123,0.137409531,0.518724087,5.390011931,2.893618467,0.252212986,80.24405073,1.137465689,-0.888327261,56.79976537,29.65572609
762C,25X-1 42,388.93,53.64446819,I,0.53230646,0.3783946,1.585174264,0.037592115,0.455844544,2.965663513,0.084935219,35.48810352,0.019754024,1.29482704,3.042541905,14.58213173,54.48233384,28.61553358,18.95196087,908.7649774,12.07131868,22.19004267,3.097288953,0.173464621,1.382709032,750.8964175,11.63191464,18.6206831,2.249799005,8.922675738,1.643994669,0.349901752,1.751160511,0.255999508,1.623093463,0.341678662,1.039628353,0.148452676,0.943943495,0.139214097,0.602194093,5.382748276,3.43270939,0.310493681,76.47187985,1.065503475,-0.942970206,61.73345835,27.6997162
762C,25X-1 55,389.06,53.64970179,I,0.592882389,0.418142086,1.80742801,0.037789217,0.492797593,3.370388199,0.098867238,37.02978802,0.016821897,1.46821288,3.250484219,16.53270157,43.77579046,31.6127162,21.36507528,970.6563789,12.63503578,23.67992997,3.403946726,0.158603428,1.49453856,775.5069288,12.10646082,19.20458143,2.370525616,9.25914549,1.723296243,0.35102951,1.838588017,0.275365153,1.709683171,0.361609401,1.044544339,0.151908141,0.954716432,0.14320924,0.648595224,5.58188462,3.702460247,0.328733397,73.37239545,1.038998575,-1.075886653,64.12969878,27.1034397
762C,25X-1 73,389.24,53.65694831,I,0.616349561,0.423030212,1.747876677,0.031475675,0.49807792,2.878699879,0.095833343,42.33139547,0.01756637,1.423677434,3.288993534,16.35007414,148.9935141,31.59786905,20.45950055,963.2533478,12.48351733,23.68550852,3.427137931,0.171795301,1.553585117,796.0632025,12.14302236,19.31440689,2.367111899,9.280251203,1.731156818,0.36360426,1.854540642,0.271842095,1.687659198,0.350952975,1.057567583,0.156720191,0.947242626,0.136992462,0.642391172,6.064088793,3.637718596,0.344671148,74.15245245,1.042532602,-0.979572241,64.14658853,27.57988425
762C,25X-1 93,389.44,53.665,I,0.450498598,0.291996016,1.05711055,0.04741267,0.419870996,2.093265857,0.061313051,26.41396649,0.031834409,0.787484927,1.706018736,8.846535904,49.55653531,29.4281643,13.31318894,880.4988056,13.2465277,15.00331176,1.868185139,0.169441199,0.864979356,699.2174962,11.13700152,14.02778736,2.039445729,8.298517649,1.536771046,0.328347094,1.772279132,0.251042734,1.638216937,0.351773107,1.044359629,0.152136776,0.962795336,0.140907405,0.407717934,13.18538596,2.618034875,0.545428164,83.36794344,0.509979302,-1.166219562,56.92790915,33.02482837
762C,25X-1 105,389.56,53.67045919,I,0.355606811,0.235447667,0.796858028,0.028085807,0.332369688,1.711876134,0.045788047,17.37073031,0.029374441,0.548686996,1.256206119,6.429790457,6.625932305,14.98023261,9.898338168,797.6305851,11.31637267,12.56241759,1.422596652,0.137711698,0.664542858,598.1638778,9.510626403,11.8116243,1.741724546,7.166670891,1.396382133,0.290390819,1.500495527,0.22862445,1.436261053,0.321025908,0.950343524,0.133439555,0.849870092,0.125889262,0.340595298,4.54849064,2.113882332,0.615003197,89.60155589,0.714362281,-1.000156857,48.77974114,32.58885528
762C,25X-1 117,389.68,53.67591839,I,0.328001086,0.237506486,0.67342307,0.044175103,0.295383807,1.749035779,0.042276868,18.0173691,0.029551258,0.577605534,1.304209794,6.562579301,6.275056705,15.48347335,10.9396349,818.8451672,13.31915997,13.54819411,1.345915091,0.172507663,0.626737728,505.0877587,9.980976927,11.56343979,1.875755107,7.817750368,1.536716858,0.344554264,1.7109078,0.24733879,1.580607593,0.351352023,1.041323085,0.143382211,0.904252481,0.137428658,0.354423495,4.485991452,2.036119631,1.042999806,88.27453673,0.590551752,-1.13850091,52.55494593,32.8770451
762C,25X-1 132,389.83,53.68274238,I,0.488139516,0.343770653,1.085647877,0.047066769,0.43125347,2.392606588,0.06612172,24.00330359,0.028255554,0.989582286,1.898542849,10.30961103,17.04578595,22.9523456,14.58111784,803.0852507,15.33012612,18.25818309,2.128260587,0.169935962,0.993920948,717.4225895,12.86445661,14.95442206,2.450380741,9.928247095,1.889418461,0.397618925,2.09080708,0.312112864,1.934216827,0.421966681,1.237104521,0.179204938,1.102065288,0.164340874,0.4775143,4.858663248,2.838593395,0.262702085,81.97865084,0.536840723,-1.193768901,65.25648908,31.73285289
762C,25X-2 4,390.05,53.69275091,I,0.451253326,0.301756832,1.063964589,0.030590323,0.438627967,2.286370574,0.066770151,26.3508878,0.020793808,0.825463308,1.728463137,8.832244851,13.46862266,19.03188867,14.57264907,877.768284,11.42254304,17.15822809,2.114003873,0.127775074,0.945144961,417.5007682,10.50810917,15.1254725,2.083637497,8.30014257,1.557825943,0.363479464,1.682980105,0.238186475,1.570755976,0.333762385,0.974193324,0.136231293,0.904804272,0.125210833,0.489646277,4.618451737,2.795621219,0.22035074,83.63875645,0.800684636,-1.161603212,55.32733485,31.51241441
762C,25X-2 16,390.17,53.6982101,I,0.512074528,0.333676686,1.165756704,0.02772117,0.395272136,2.448653055,0.066843458,33.46566367,0.015389797,1.116355295,2.344618159,12.34971255,11.9013107,23.05523454,15.07932861,953.2922728,10.70175968,17.4190013,2.357399373,0.165065838,1.077951625,537.8492394,10.02618324,14.4096947,1.948712179,8.119252076,1.512684025,0.314101729,1.50339909,0.232159733,1.446588634,0.304888619,0.886776913,0.125739723,0.811462482,0.117823993,0.502077251,4.278476468,2.97891869,0.215506832,81.03293209,0.995376554,-1.165254691,52.46122681,30.46736401
762C,25X-2 24,390.25,53.70184956,I,0.491464115,0.341544113,1.075749581,0.03101975,0.351829929,2.204018318,0.061565167,35.76427078,0.015835363,1.032279513,2.342017595,11.40716188,8.679399837,23.31933661,13.6519753,958.3450041,10.61264824,15.89027104,2.224655466,0.141140949,0.986737762,531.6445602,9.367711281,13.37765035,1.800817768,7.247982668,1.350008503,0.296697504,1.441350223,0.217093854,1.378076302,0.291236841,0.882080018,0.120640165,0.792145065,0.12222476,0.474580334,4.403517389,2.724960306,0.219211661,81.74760838,1.259734363,-1.159219356,49.29836353,31.11983972
762C,25X-2 88,390.39,53.70821862,I,0.362753566,0.260254194,0.726468865,0.02611828,0.227559404,1.710215811,0.039879569,29.02571861,0.019021076,0.636465146,1.747400086,8.114133357,11.19047732,17.13003194,8.821208041,848.8031065,9.198796941,11.75604162,1.428438903,0.13995933,0.662671749,517.0734046,7.688803266,10.33847546,1.351939437,5.495796106,1.030050616,0.217921059,1.142221972,0.173418036,1.116292328,0.25075564,0.76484332,0.10573613,0.693420494,0.099860835,0.329570954,4.324476533,1.779417317,0.205438659,87.16954307,1.326351589,-1.114468029,39.66833164,32.73465422
762C,25X-2 60,390.61,53.71822715,I,0.352583168,0.243376729,0.764655957,0.025426541,0.193012872,1.565495271,0.032585636,27.10374878,0.020380929,0.641354142,1.63684723,6.434277934,16.57836175,55.65607933,7.995375351,870.203109,9.148158288,11.22194949,1.347200407,1.004014685,0.591343752,622.2859613,7.378138893,9.324080697,1.283602878,5.0406366,0.945908585,0.211329057,1.051679496,0.160314514,1.062960966,0.231903409,0.691014485,0.098926282,0.643554621,0.09537628,0.312805356,8.469841302,1.599552008,0.198341932,87.99290689,1.329539124,-1.044570389,37.36758505,30.38962604
762C,25X-2 78,390.79,53.72641594,pre-I,0.400065784,0.271392097,0.902043784,0.022204797,0.216274142,1.55177144,0.04422297,25.27195008,0.017867939,0.679939712,1.747892847,7.269303255,19.78841453,22.18073442,9.196567824,896.2049189,9.006899798,11.45736359,1.474917639,0.101490152,0.662601585,670.9519619,7.494325437,9.984996755,1.36285092,5.454804016,0.989254586,0.20284397,1.051729013,0.169748097,1.060077532,0.235645478,0.710997637,0.103024535,0.651271242,0.093179057,0.3357453,4.895436907,1.802252161,0.198943958,86.09971508,1.310688923,-1.030274231,38.57164807,28.64327099
762C,25X-2 109,391.1,53.74051886,pre-I,0.443269217,0.296680826,1.02997164,0.028140603,0.250741382,2.163808755,0.04947993,25.3525305,0.018110842,0.727689727,1.84320917,8.716340617,17.64005311,20.28927476,10.71742094,920.3611644,9.291673537,14.54894051,1.79359405,0.105844362,0.770578683,646.7104878,8.27826916,11.85406788,1.52967453,6.10162587,1.12837335,0.241170173,1.228015263,0.179953974,1.155381772,0.25336156,0.763693951,0.108544582,0.709650295,0.110881797,0.407374507,4.493100358,2.1434482,0.293977524,84.86402154,1.272397838,-1.141394048,42.93433769,27.631793
762C,25X-3 3,391.54,53.7605359,pre-I,0.432095038,0.376976039,1.404360139,0.038945357,0.299693165,2.624367066,0.06619476,30.76069579,0.015361432,1.071744204,2.805310205,12.91257898,26.04381602,26.91508548,14.27448173,981.8184171,11.2285927,19.04423713,2.412637348,0.085330698,1.081840407,802.7433798,10.5509023,15.54859342,2.068288988,8.046668526,1.465916142,0.328242252,1.593240125,0.23876735,1.497110364,0.314230604,0.945346596,0.136986789,0.873754615,0.122424864,0.544935209,4.673415293,2.896120655,0.301543584,79.75033254,1.073702998,-1.154319403,54.95906563,25.80474045
762C,25X-3 18,391.69,53.7673599,pre-I,0.524917999,0.388451553,1.50241541,0.035099553,0.340629226,2.786243761,0.074347248,35.24915247,0.016307119,1.130363319,2.758706304,13.31156526,13.52005713,26.76415013,15.61615907,933.6490025,12.39222058,20.30523088,2.675543907,0.109071927,1.179562688,776.9694368,11.31904872,16.39859726,2.138913566,8.520701487,1.498893192,0.328773909,1.657015976,0.246416434,1.611553453,0.347282076,1.015163724,0.153566199,0.931129891,0.13378373,0.558689066,4.926137752,3.039506189,0.268806407,79.04339264,1.232080753,-1.102386969,58.6930602,25.8570485
762C,25X-3 31,391.82,53.77327403,pre-I,0.468903167,0.330574435,1.1878833,0.051301213,0.289450932,2.280024515,0.058223643,33.0739241,0.016634429,0.852738305,2.222984774,10.3818067,15.33881923,22.06863502,12.81662463,952.8422485,12.4198051,17.20244034,2.084059545,0.072896412,0.902715612,691.7234876,10.61773558,15.68182599,2.102478209,8.432088041,1.523992621,0.336425504,1.693406539,0.24627043,1.594253191,0.33685433,0.996951794,0.143287025,0.913722615,0.130282439,0.47851541,4.493867554,2.611744695,0.273529924,81.86256294,1.076657645,-1.188443316,57.16937941,26.30890586
762C,25X-3 44,391.95,53.77918815,pre-I,0.546020037,0.336726985,1.320455489,0.035830342,0.334486452,2.607197074,0.064858685,28.18489479,0.017432427,1.005623619,2.200288556,10.50578171,14.4425811,23.01961557,13.70889597,964.625905,11.70115637,17.76329663,2.337446242,0.097393844,1.035396657,640.5947722,10.52393089,14.34256421,1.931004202,7.616669271,1.381531389,0.303009112,1.541532254,0.22514801,1.478730373,0.326122405,0.940230878,0.134263574,0.859313862,0.127822857,0.49383841,4.92372742,2.767676933,0.239554191,80.91652882,1.330951966,-1.073306493,53.43302966,26.77295367
762C,25X-3 59,392.1,53.78601215,pre-I,0.448879836,0.268597073,0.923260073,0.024778398,0.247947962,1.793823043,0.041772576,20.11934948,0.02072654,0.675680278,1.616895134,6.795995415,13.01959361,17.77922144,9.982531886,912.6472142,9.56191525,12.89190584,1.585738736,0.054804003,0.721642153,603.9794648,8.026133577,10.73662279,1.471470167,5.765529421,1.00809539,0.236297948,1.161881919,0.175639377,1.159187504,0.257425987,0.75435578,0.106740174,0.729814503,0.110247143,0.364923739,4.330811746,1.984981725,0.272147379,84.23513854,1.328050071,-1.17194164,41.26135693,27.45757746
762C,25X-3 70,392.21,53.79101641,pre-I,0.445687308,0.250422916,0.8901395,0.029535513,0.237650207,1.52167356,0.039567629,17.80559718,0.019649137,0.619838966,1.50948491,6.508200842,14.308087,17.56855445,9.855988014,921.6266511,8.887263857,12.75027535,1.551716875,0.058448216,0.69866507,593.0884753,7.57780868,10.17266921,1.344390134,5.295999763,0.993315912,0.220552127,1.087187589,0.161113702,1.036335375,0.239603562,0.693346854,0.099297884,0.670698751,0.101274722,0.347679826,4.353112612,1.905961385,0.25818282,84.6391847,1.353823603,-1.249030447,38.58085812,27.96528749
762C,25X-3 91,392.42,53.80057,post-H2,0.416629491,0.313915105,1.077121891,0.031136298,0.253551178,2.229954331,0.046605018,23.98094877,0.02032858,0.772416168,2.16688103,9.143410522,19.13476068,21.93679044,11.43368582,896.7539862,9.79684801,16.23429516,1.958044478,0.080714157,0.864538188,696.7388602,8.564027711,12.43990775,1.579450605,6.251803705,1.132582156,0.23824544,1.215729147,0.186355363,1.213402174,0.26668422,0.780933472,0.110776472,0.72687323,0.110899512,0.437599254,4.6058215,2.322237646,0.495853724,83.40135126,1.228993422,-1.166081844,44.61451897,26.76503228
762C,25X-3 111,392.62,53.80966866,post-H2,0.449883201,0.340689102,1.171235757,0.025574802,0.262484742,2.391221877,0.052378639,22.74772721,0.018970297,0.891428328,2.413442567,10.0719376,30.14181799,22.96264498,11.96885806,863.4814682,9.299578362,15.28114536,2.033748185,0.046413005,0.909863879,709.0951891,8.52308063,13.22585591,1.600741533,6.282570747,1.150078319,0.254296921,1.171813071,0.185567338,1.19373817,0.264995125,0.786782572,0.111857901,0.746738796,0.109769167,0.457379878,5.753729612,2.390102645,0.231672411,82.8214931,1.361601877,-1.125410531,44.90746457,24.75836668
762C,25X-3 122,392.73,53.81467292,post-H2,0.458721658,0.342205538,1.142841141,0.023322184,0.251791276,2.08025816,0.053868366,24.38736148,0.018011515,0.926810044,2.534743488,11.38223016,25.8162559,23.28072669,12.39829039,909.4200626,9.89467877,15.19134292,2.033625047,0.067052949,0.879234009,752.5695989,8.813332817,13.26642342,1.655996541,6.626630431,1.209787251,0.330054246,1.321693152,0.200617658,1.228188996,0.274845375,0.828256862,0.116626922,0.742002823,0.109742564,0.443654305,4.513404406,2.421361012,0.216127402,82.46655829,1.221419043,-1.116201677,46.61887783,25.68844745
762C,25X-3 138,392.89,53.82195184,post-H2,0.449241271,0.342094027,1.150051487,0.029915517,0.254267203,2.37550259,0.056043031,26.51941222,0.017702229,0.937785862,2.38258982,11.20466186,24.9225422,22.34913574,12.51722515,914.7417716,10.10014696,16.18982454,2.101559831,0.059656949,0.937252075,702.8838768,9.065799819,13.46946391,1.670554513,6.611398338,1.171558522,0.309282519,1.34764494,0.202326849,1.233720997,0.274235189,0.836744137,0.121210776,0.770593539,0.114346347,0.463652088,6.218223427,2.482757494,0.256289503,83.96933442,1.198931385,-1.004591519,47.29902736,26.22072911
762C,25X-4 5,393.06,53.8296857,post-H2,0.507641414,0.354756559,1.333766461,0.038934241,0.347467427,2.736188707,0.062071084,31.58479484,0.014278021,1.038372545,2.238596892,11.18936638,19.07662883,23.16301702,15.58542175,971.26725,11.60611696,18.83322492,2.469563868,0.084972186,1.101647075,874.2940321,10.53095708,16.16536475,2.067881376,7.943559513,1.503466169,0.36902495,1.568844134,0.239685977,1.457842434,0.312221625,0.921192497,0.134194451,0.880302495,0.122142556,0.527594175,4.774212596,2.897620227,0.259214156,79.3812939,1.23902191,-1.147135628,55.82279697,25.16405758
762C,25X-4 22,393.23,53.83741956,post-H2,0.533020145,0.363058023,1.381595417,0.032418925,0.348169926,2.624918872,0.072544685,35.23662305,0.013679391,1.117837187,2.436668859,12.56912043,15.37997719,24.44379857,16.82136914,993.0238329,11.15957492,20.21300934,2.650758046,0.097968802,1.17042138,567.016916,10.29747095,16.27124022,2.031288929,7.987165401,1.462057462,0.349382804,1.547671704,0.236553726,1.444423352,0.305643878,0.907552612,0.127447587,0.809956212,0.114887972,0.547426712,4.504493663,3.102767197,0.348002629,79.29102695,1.083655948,-1.288025347,55.05231772,24.93435661
762C,25X-4 38,393.39,53.84469849,post-H2,0.471473999,0.347054134,1.220017169,0.038074181,0.323420535,2.597143023,0.069964974,31.45340426,0.020623716,0.840542571,2.04960187,9.790664563,7.956228088,22.89155643,14.36038573,895.0551871,11.05455281,17.73602189,2.315654033,0.072122398,1.018945735,586.004658,10.14140051,15.56376579,1.876797433,7.386784789,1.340574694,0.330243855,1.487051029,0.219469414,1.392586262,0.302884929,0.905605805,0.13435566,0.879969573,0.130810533,0.513900993,6.940013307,2.540906684,0.301690405,81.55143059,1.275395965,-1.006668769,53.14685308,28.19946342
762C,25X-4 57,393.58,53.85334221,post-H2,0.661233376,0.438968413,1.581670293,0.029719418,0.390195426,3.203955082,0.093742333,40.80630182,0.014476988,1.389583056,2.99008611,16.28533992,12.35733233,30.33199798,19.60702671,1040.025397,11.47799684,23.14319064,3.004016741,0.112575128,1.352790171,679.7701556,11.41491342,18.49727119,2.240978317,8.680760004,1.653624046,0.395697701,1.722627147,0.256459679,1.485134856,0.324302558,0.923405018,0.133133538,0.846917206,0.119185466,0.62655407,4.798787082,3.589185342,0.285561803,75.35738378,1.162498194,-1.3750677,60.17240699,25.41881945
762C,25X-4 68,393.69,53.85834647,post-H2,0.552843535,0.368439034,1.325651165,0.030968707,0.320807944,2.549092047,0.07369002,32.99956766,0.016572204,1.113008803,2.806538377,14.03397739,14.77829871,27.06303422,16.54317145,997.1177886,10.3270623,18.83960551,2.575875152,0.079087611,1.171214669,666.3808716,10.45106445,16.04750634,2.019359488,7.822119114,1.431917457,0.343823507,1.562836971,0.228948742,1.382716069,0.291793279,0.855090979,0.128249999,0.807033722,0.117496011,0.513105584,5.125865102,2.854180802,0.256840681,78.89790521,1.288935414,-1.065932059,53.81701842,26.45344412
762C,25X-4 80,393.81,53.86380567,post-H2,0.47612733,0.312089327,1.049582664,0.023767597,0.282103169,2.232634437,0.061427108,23.0921353,0.021473126,0.747749084,2.078156026,8.434862067,12.44150354,20.50327992,12.9167899,896.583894,10.42922514,14.86431017,1.951323941,0.073701171,0.922031018,733.0186894,9.489908941,13.55861654,1.813723067,6.699108423,1.241718612,0.264299788,1.371540719,0.201778969,1.28749392,0.275856096,0.84719331,0.120794447,0.772533573,0.114781593,0.423365652,4.992634586,2.245166118,0.263244601,84.01021793,1.272570858,-1.193324033,48.48857313,27.26826117
