Site,SampleID,Depth,Age,Events,Na,Mg,Al,P,K,Sc,Ti,V,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Y,Zr,Nb,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Pb,Th,U,CaCO3,d13C,d18O,SREY,Ca
762C,12X-CC 9,274.3,41.12767615,Lutetian,0.620671391,0.227092334,0.440118135,0.037449533,0.213204541,1.092616999,0.022512292,16.43452155,0.018118683,0.436147485,1.055870922,6.755720225,5.36617519,30.77492115,6.028776126,1036.633517,8.855197026,7.116968142,0.713022227,0.096082681,0.297920774,653.2626913,6.197358577,5.65113557,0.973634454,4.21484494,0.759920344,0.161770519,0.951774769,0.130206675,0.899128251,0.215113733,0.645068286,0.091768657,0.573308986,0.085307123,0.199457129,3.149635303,0.978537296,0.097879981,92.26760258,1.579370255,0.22412929,30.40553791,35.48425374
762C,13X-1 9,274.6,41.15117709,Lutetian,0.697349396,0.212285624,0.39707003,0.04372063,0.211291628,1.081711454,0.024969143,18.00180074,0.014783946,0.468689148,1.008265509,6.808916822,5.346200008,34.00544384,6.166327527,1229.578091,9.451401129,7.179505461,0.681942259,0.159572641,0.288103679,609.014765,6.413414538,5.452539719,1.035368186,4.235608803,0.782606997,0.178947563,1.005594919,0.146045378,0.998364459,0.229124696,0.681797367,0.096950574,0.595924107,0.085502744,0.20969523,7.09676788,0.927176211,0.100879953,91.15009931,1.877269346,0.142203026,31.38919118,35.64154196
762C,13X-1 37,274.88,41.17311129,Lutetian,0.587760524,0.199989606,0.353431701,0.042116173,0.186984811,0.98200605,0.01869309,16.60067519,0.015089234,0.444351844,1.007075616,6.315553187,5.659341986,68.67678231,5.523421139,1144.382905,9.122639755,6.521128793,0.63590189,0.433375025,0.275990421,640.5492236,6.10660184,4.922268965,0.954774785,3.995631545,0.721323474,0.159983446,0.919113712,0.135620499,0.940395699,0.209245312,0.640191879,0.089330433,0.589764583,0.08268296,0.191823896,15.20166757,0.829709741,0.092131707,91.56328232,1.883204993,0.2036527,29.58956889,36.13949986
762C,13X-1 69,275.2,41.19817896,Lutetian,0.646558341,0.20613745,0.379260065,0.033069904,0.210737638,0.94022444,0.0252166,16.53465256,0.015914483,0.427378822,0.953487109,6.096715332,5.283834732,42.22092058,5.787499998,1149.864549,8.427507894,7.609238134,0.715864862,0.144221129,0.287237043,651.0141294,5.930396884,5.134140312,0.955956022,3.773687559,0.710824741,0.155651832,0.898468587,0.127245641,0.87530581,0.204904397,0.623671036,0.087786222,0.556292568,0.081468517,0.218957536,3.510914805,0.904924283,0.100757171,91.06230839,1.930173767,0.189535788,28.54330802,36.52698728
762C,13X-1 96,275.47,41.2193298,Lutetian,0.5563098,0.210570321,0.431629217,0.039545282,0.231876648,1.054318725,0.024827637,19.62324101,0.015306989,0.534838676,1.283403368,7.354073383,6.03880844,19.10572617,6.817210008,1181.267603,9.443419428,8.441023123,0.793060988,0.103028626,0.325164661,557.0557299,6.41178277,5.903541807,1.107419288,4.403989218,0.802931961,0.191896941,1.019848586,0.150475013,1.021572231,0.219400796,0.673718515,0.092486591,0.590603722,0.085740979,0.236374756,3.332849005,1.064473104,0.105023442,89.78281685,1.693252447,-0.080047181,32.11882785,36.44489709
762C,13X-1 126,275.77,41.24283073,Lutetian,0.641313143,0.228505643,0.46358763,0.044116367,0.253576543,1.211386614,0.027248515,21.03812079,0.014769697,0.559854683,1.205753911,7.930423808,6.088394084,50.67155817,7.052284072,1195.448651,9.926181547,9.213693302,0.861527022,0.128840953,0.341347383,632.3301225,6.978079669,6.17425551,1.162313502,4.623140511,0.887930995,0.199931895,1.109961816,0.160936376,1.091893735,0.242249202,0.742119383,0.098515378,0.629575438,0.091652469,0.261854779,5.487978669,1.110202992,0.108720864,89.11949843,1.801050102,0.015605327,34.11873743,37.22804722
762C,13X-2 9,276.1,41.28711504,Lutetian,0.550347451,0.206960892,0.346359321,0.038744324,0.196607881,0.939453248,0.020280525,16.45690794,0.016045709,0.44861544,1.080618499,6.4575452,5.670269265,15.83659045,5.525504016,1131.081458,9.241887768,7.182335055,0.67159338,0.109710908,0.263105155,589.3927574,6.383729485,5.37334894,1.049881942,4.213641105,0.772934134,0.164233575,0.98802714,0.139194006,0.98024056,0.219354075,0.691691841,0.09406103,0.571520746,0.091056132,0.206166081,3.449174341,0.873529374,0.095038281,92.12238879,1.886893675,0.156919454,30.97480248,38.18203416
762C,13X-2 39,276.4,41.37206025,Lutetian,0.552790923,0.225391406,0.416057438,0.035314367,0.237911696,1.074982702,0.024203408,17.49147669,0.017148644,0.502960971,1.211798858,5.41543824,5.785666714,14.99211681,6.455967926,1070.626551,9.40555189,8.064011798,0.802506696,0.091136538,0.331090298,613.43841,6.660195199,6.456062922,1.13112123,4.695771254,0.823045176,0.200867561,1.057637444,0.153779982,1.017721943,0.23650355,0.709968635,0.097259985,0.593839079,0.091840943,0.231049807,3.864010425,1.056564225,0.107227557,90.25768305,1.721492313,0.165179151,33.33116679,36.39320019
762C,13X-2 69,276.7,41.45700546,Lutetian,0.589094423,0.247817455,0.48312336,0.042484892,0.282805678,1.289589797,0.033094024,19.33618742,0.015615604,0.571755071,1.280588297,5.733500312,6.183970996,14.95219553,7.63363049,990.7737616,9.170570906,9.69142728,0.95195094,0.123293566,0.398739717,535.5430744,6.761503716,6.988237432,1.185051767,4.888459679,0.905650466,0.195590225,1.09212088,0.155220303,1.048299894,0.238413937,0.731925445,0.096639714,0.604853869,0.086829879,0.280230688,3.397755595,1.181182018,0.115534326,89.74111022,1.742387454,0.216052038,34.14936811,35.46012481
762C,13X-2 99,277,41.54195066,Lutetian,0.583690791,0.254066364,0.428801245,0.045218936,0.242549604,0.980531053,0.025423677,18.39321286,0.017037497,0.561420825,1.189535533,6.037415798,7.506981027,18.97237836,6.871340397,1005.263148,10.34698586,8.958452599,0.89511601,0.124936896,0.346082548,697.3719289,7.316018202,6.607905499,1.225664501,5.158355904,0.901359121,0.213174665,1.192126711,0.166678799,1.137555673,0.264226327,0.778268514,0.103186289,0.680185174,0.096180299,0.264514064,3.557485929,1.087479876,0.112879048,89.85107225,1.790522914,0.35647838,36.18787154,35.69154611
762C,13X-CC 13,277.19,41.59574929,Lutetian,0.53098226,0.267516431,0.548432255,0.06279582,0.324068196,1.540455961,0.03501306,22.919783,0.01618028,0.757160029,1.685187884,7.374440549,7.781010355,19.64584236,9.166966473,1068.834666,12.50937169,12.3980319,1.198295989,0.143733841,0.440803891,643.0211345,8.839067518,8.64274074,1.544289699,6.449566377,1.246766064,0.260811555,1.487267255,0.212064898,1.447577631,0.314135643,0.951938916,0.136245795,0.817422695,0.11549096,0.337738495,4.080599951,1.442535492,0.139332127,87.20766394,1.680327431,0.121633169,44.97475743,34.84750939
762C,14X-1 19,284.2,42.96438234,Lutetian,0.56710951,0.227333713,0.485705129,0.04853074,0.291622911,1.301212353,0.027892835,22.3286492,0.02098194,0.702324905,1.384857591,6.683137937,8.539755363,22.06260238,8.168764599,1208.630441,11.50178029,9.367648204,0.923765087,0.115658054,0.40425366,742.0340273,7.951625143,6.710701038,1.318878304,5.678029843,1.017833681,0.223791965,1.272882023,0.181008816,1.253414392,0.285467076,0.848318569,0.124389018,0.743917365,0.110308436,0.275961481,3.735758466,1.220727581,0.118058352,88.60691712,1.852525187,-0.078546679,39.22234596,34.8108449
762C,14X-1 48,284.49,42.99971241,Lutetian,0.581351859,0.249026497,0.509827826,0.046020315,0.309088446,1.433365754,0.032760177,23.31036424,0.021045667,0.749818783,1.579188896,7.264426182,9.674279224,23.54219682,9.203918473,1182.008028,12.79545168,9.704827712,0.974403951,0.086783457,0.429926814,934.1011982,8.667883295,7.88529699,1.448285951,5.830139033,1.079304716,0.241912368,1.393071052,0.197994668,1.380377411,0.322397025,0.929872754,0.132886138,0.818939065,0.121717817,0.281420212,4.002903918,1.321402915,0.127965918,88.64019757,1.786485322,-0.044964869,43.24552996,34.52273313
762C,14X-1 79,284.8,43.03747904,Lutetian,0.635387978,0.284127352,0.646453968,0.053380369,0.367722689,1.766036236,0.033939271,30.46497096,0.016039064,0.956116964,1.960681226,9.647656626,11.12375737,22.47783133,12.03447546,1300.214669,14.11749195,12.39962755,1.21836072,0.158282055,0.545384927,928.1669479,9.705832404,9.063504829,1.695934223,7.050067172,1.372663665,0.29119863,1.635566592,0.228326819,1.540658263,0.348237563,1.065867182,0.142789142,0.866171878,0.129646557,0.355448411,4.126967149,1.602374383,0.149885541,79.98617959,1.786728171,-0.159493039,49.25395687,33.23373429
762C,14X-1 111,285.12,43.07646395,Lutetian,0.655446005,0.271301492,0.568966142,0.03912914,0.302644269,1.488273738,0.034095539,24.01376004,0.019913723,0.742093508,1.6360794,7.972408512,9.745539017,24.67024057,9.61272417,1204.544809,12.42093469,10.19311997,0.989280041,0.108699888,0.437059114,857.8008671,8.54599297,7.915172036,1.457176592,6.081154845,1.14695284,0.262786479,1.379278848,0.20082497,1.348102605,0.304055398,0.929447407,0.128105407,0.766426469,0.113735903,0.275363147,3.87587442,1.323159759,0.123634301,88.46882199,1.744514958,-0.086521483,43.00014746,33.63652039
762C,14X-1 139,285.4,43.11057575,Lutetian,0.711671439,0.291428636,0.598879369,0.04187405,0.321271652,1.379587849,0.034421023,24.72980185,0.019713627,0.811059474,1.762732485,8.085544495,10.18962449,22.45949948,10.49550112,1210.204378,12.21525889,10.91578689,1.081813528,0.122675342,0.473504513,889.0098366,8.671617991,8.485718787,1.457760487,5.93447698,1.141830449,0.270027912,1.398845196,0.195904,1.331113469,0.298888776,0.912556305,0.128432614,0.779801724,0.115019097,0.314617275,4.637108041,1.435161598,0.130966121,86.36545279,1.774478487,-0.07543462,43.33725268,32.71915227
762C,14X-2 19,285.7,43.1471241,Lutetian,0.744152962,0.275182691,0.582448695,0.047921027,0.327571653,1.476418018,0.033488303,22.85597011,0.015965765,0.827036309,1.787215887,8.341322799,9.859422682,23.33460712,9.938498618,1221.095374,12.02949438,10.93835497,1.064634473,0.129132382,0.445779121,776.4154286,8.311663502,7.701610387,1.392244574,5.863848378,1.121608939,0.246992044,1.379807068,0.195294002,1.343997066,0.297256771,0.874279096,0.125880377,0.763456847,0.111089844,0.312399021,3.817664468,1.397701495,0.128220536,87.24833548,1.862109461,-0.058755676,41.75852327,32.47989119
762C,14X-2 44,285.95,43.17758106,Lutetian,0.592704418,0.23116168,0.438462505,0.041313182,0.251061856,1.212246902,0.028194867,17.39534018,0.017905928,0.592742172,1.186246436,5.819914984,8.450150778,33.07422503,7.429866792,1148.32668,10.55296445,8.402018496,0.801814742,0.499189849,0.362700141,723.8190618,7.45458001,6.460812516,1.199236784,4.943375312,0.915285352,0.205874333,1.192877501,0.170074992,1.137666046,0.25666669,0.791262712,0.107288225,0.707293775,0.104802842,0.226123164,7.185206858,1.072102829,0.111575444,91.00637554,1.808732983,-0.068489634,36.20006154,32.68161234
762C,14X-2 76,286.27,43.21656597,Lutetian,0.709749513,0.287432864,0.592855535,0.038909,0.350913306,1.594162618,0.034227364,22.6170208,0.015480625,0.777321383,1.560573217,7.110224672,10.63856212,19.97258391,10.00877475,1172.39844,11.63412742,11.41311843,1.103903172,0.154818945,0.464013158,850.3919581,8.269335687,7.518678346,1.445625737,5.746542051,1.057998377,0.250524354,1.340413546,0.189180131,1.294991651,0.285446636,0.879828734,0.122770581,0.761855348,0.105271806,0.318878496,3.749085526,1.413817568,0.129595191,88.17420675,1.722503839,-0.099698957,40.90259041,32.48341553
762C,14X-2 111,286.62,43.25920571,Lutetian,0.597694289,0.236513026,0.454956697,0.034507805,0.260317205,1.242916917,0.031729203,19.46028718,0.018040913,0.66322308,1.189889988,5.774365328,10.75584084,17.94910963,8.065442231,1173.267055,11.19901525,9.171440698,0.862560271,0.125050317,0.361110755,740.0415722,7.612468555,6.403680939,1.288795501,5.259184232,0.949163698,0.217847302,1.206619638,0.174340701,1.201221412,0.276348885,0.785411498,0.109437926,0.712010321,0.105748476,0.246098917,3.288375968,1.129246449,0.104655192,90.50034054,1.902233368,0.07009342,37.50129434,32.63531488
762C,14X-2 137,286.88,43.29088095,Lutetian,0.646799277,0.260723999,0.515136748,0.035672214,0.302626466,1.320096068,0.035737916,22.01960067,0.017914504,0.778351601,1.37994267,6.869815577,11.85679926,19.61458519,9.504635852,1086.29712,11.63213057,10.16056541,0.938750668,0.150437778,0.433108548,838.2132859,8.143680253,7.083469994,1.369025675,5.805848397,1.006849995,0.241502006,1.320013496,0.185338714,1.289490683,0.289343808,0.841207482,0.119069058,0.738427964,0.112128002,0.285352517,3.566579569,1.27197035,0.111314662,87.34405306,1.802509342,-0.00421239,40.17752609,31.03446684
762C,14X-3 19,287.2,43.32986586,Lutetian,0.576508069,0.222504715,0.392470175,0.032443833,0.21550808,1.03563803,0.022673007,15.19052077,0.017847716,0.554096948,0.999161614,5.128809591,10.22507339,16.71720057,6.985739596,990.6433575,9.765897155,7.115149749,0.712839725,0.094693365,0.310049336,697.3348041,6.675667966,5.641692106,1.103835461,4.441959674,0.810255914,0.197202897,1.038865511,0.148776061,1.037085203,0.234309811,0.695721349,0.099855144,0.627902237,0.097790616,0.190306891,2.955996709,0.923165745,0.09438566,90.9848474,1.744372351,0.121411375,32.61681711,31.74789163
762C,14X-3 42,287.43,43.35788626,Lutetian,0.653578009,0.255752772,0.513929731,0.0298037,0.281764262,1.239864748,0.033274609,18.45140384,0.017071055,0.753347472,1.415254912,7.271479524,11.56707919,22.85954026,9.182955004,1013.487543,10.6546064,9.866454776,0.921745158,0.215128609,0.404269505,773.7594653,7.432470901,6.847471914,1.257689336,5.286437403,0.959420551,0.22314098,1.18262671,0.174058927,1.182029285,0.26785931,0.781283479,0.108926793,0.71739424,0.104038509,0.259293028,3.601243385,1.230088647,0.116564479,88.00143518,1.799805308,0.084571307,37.17945474,30.83603929
762C,14X-3 79,287.8,43.40296256,Lutetian,0.580442012,0.256867209,0.500649052,0.045465814,0.262184312,1.152248538,0.034297861,19.49865841,0.017550472,0.805957426,1.557513434,7.454859998,15.23704198,26.23011267,9.250043672,1075.0297,11.21371568,9.214091702,0.946531271,0.111401123,0.396231793,825.7249605,7.873418649,7.302342042,1.327966507,5.465866682,1.023399692,0.233973427,1.222992729,0.18722864,1.228887864,0.281721976,0.828239646,0.113371717,0.733400985,0.110099573,0.277031081,4.410842781,1.250933202,0.118821396,88.64614079,1.855254388,0.082559563,39.14662581,31.54371998
762C,14X-3 111,288.12,43.44194747,Lutetian,0.576655077,0.229856375,0.427082553,0.038240178,0.222716787,0.974863664,0.026509821,15.31422675,0.019611937,0.581243117,1.063587161,5.55403101,10.80521263,19.21045948,7.105617102,965.0864966,9.790697729,7.343521718,0.754748726,0.104155364,0.334624321,752.6058083,6.680257486,6.280889164,1.038009079,4.331523675,0.797391499,0.179951301,0.999208997,0.15030635,1.037254947,0.240494582,0.713854084,0.103699803,0.639703715,0.097449512,0.214067368,3.163858482,1.01846724,0.103686231,90.41446242,1.821780865,0.154033024,33.08069192,32.11130308
762C,14X-3 139,288.4,43.47605926,Lutetian,0.739504836,0.252699997,0.630615298,0.047533421,0.349330151,1.464091209,0.04286499,22.4461172,0.020493891,0.815374002,1.48436768,7.477393603,9.570867517,19.54787896,10.70817106,1105.015197,11.50818825,11.69335633,1.201085772,0.153531111,0.511086642,810.6652107,8.600539894,8.627865723,1.474470732,5.953794333,1.089358936,0.248360238,1.341588313,0.197995534,1.334418554,0.308278505,0.894994151,0.123993697,0.783937697,0.119458871,0.327166517,4.013721097,1.53861289,0.139868017,61.21720678,1.72734939,-0.094441999,42.60724343,32.20996402
762C,14X-4 19,288.7,43.51260761,Lutetian,0.753468321,0.264386781,0.596460986,0.048621234,0.319147053,1.549614177,0.039822749,25.7792143,0.018635398,0.901647024,1.701349454,8.675889422,11.20360565,24.52019709,10.29598868,1136.880405,11.64837458,10.43072907,1.098294578,0.136730286,0.478563724,927.1242934,8.179961385,8.128442171,1.405830657,5.683434779,1.079281829,0.238603341,1.267512439,0.186143098,1.296552027,0.294681318,0.846185764,0.123324521,0.74177259,0.116630921,0.280601066,3.877036945,1.357050178,0.12313626,86.12343756,1.759370665,-0.023737297,41.23673142,31.37197895
762C,14X-4 41,288.92,43.53940974,Lutetian,0.630818106,0.272517681,0.619824504,0.058443003,0.336625824,1.418656586,0.041664762,27.14357379,0.019066736,0.910461698,1.845162002,9.169933645,11.75705414,22.00474103,10.81045275,1059.26962,12.49084325,11.74037907,1.123713901,0.143437048,0.504246366,892.4012015,8.703534343,9.145948237,1.508394986,6.25489635,1.101924489,0.257661343,1.383801516,0.20258047,1.368271255,0.309594442,0.927217094,0.127515359,0.809223257,0.121021365,0.322640539,4.10321166,1.532695021,0.144163966,86.45711805,1.65062446,0.012243427,44.71242776,32.68690365
762C,14X-4 67,289.18,43.57108498,Lutetian,0.705652394,0.265255508,0.635741373,0.041027032,0.363474384,1.66039195,0.040881895,32.63095428,0.019109966,0.910754511,1.59923141,9.74494012,8.943172273,28.08365329,11.26659378,1127.483233,11.53592731,11.88083898,1.16514448,0.169761929,0.53231913,743.04749,8.752117155,8.678646599,1.526948259,6.304982496,1.129519874,0.257776967,1.35325203,0.208242864,1.347450135,0.303796641,0.887832995,0.123767516,0.786317374,0.122670428,0.316176099,5.328096936,1.559921887,0.134737165,86.39198635,1.731111284,-0.064252337,43.31924864,32.54723509
762C,14X-4 112,289.63,43.6259075,Lutetian,0.66259922,0.234217995,0.505759959,0.040642096,0.297407987,1.28215582,0.035040588,26.41888312,0.020011168,0.790803896,1.481030954,7.202714832,9.253332276,18.52115279,9.395933735,1150.693803,10.42260166,9.702127038,0.911484058,0.112144804,0.453604373,801.7321353,7.644352731,7.474477805,1.360053164,5.401213242,1.009566911,0.233354864,1.219716279,0.184023219,1.223633294,0.272035397,0.783728127,0.11557625,0.715839795,0.110569894,0.269783801,3.656818121,1.243422225,0.116422238,87.79713062,1.705276749,0.020203525,38.17074263,32.67681943
762C,14X-4 139,289.9,44.82885756,Lutetian,0.686882186,0.274714695,0.637064875,0.049241834,0.356516845,1.584907156,0.048945832,33.85391467,0.018634846,0.964421393,1.806633673,9.116793543,10.73593996,23.83315136,11.60834419,1156.227471,13.43520673,11.73889462,1.164659716,0.20899492,0.53337028,880.4865195,9.236294458,9.221573968,1.68631638,7.043232507,1.250557448,0.346108498,1.658439919,0.231903907,1.509568214,0.338773744,0.996056711,0.134899769,0.875352566,0.132560258,0.317938955,4.212388065,1.551198523,0.134059536,85.06566206,1.640120398,-0.033618758,48.09684508,32.66863145
762C,16X-3 76,306.77,46.12414439,Lutetian,0.627860849,0.270179864,0.662467477,0.043296441,0.325369682,1.226762412,0.044852163,35.46451157,0.019300145,0.792791275,1.520881749,7.122886154,14.83522455,19.38003459,9.010339032,1114.428414,9.202365582,11.69812209,1.255530974,0.130686336,0.486405674,1015.295809,7.127499675,9.02280187,1.275330239,5.093705436,0.940728143,0.255928136,1.136676182,0.157341988,1.053477477,0.238790711,0.695032219,0.094910074,0.622429891,0.095154547,0.324908141,4.340555583,1.511822346,0.139555078,85.97876767,1.690430017,-0.037521111,37.01217217,32.82113555
762C,18X-2 79,324.3,49.3783749,EECO,0.627975584,0.247167731,0.460970749,0.043404616,0.254295884,1.142264308,0.034071543,26.23102824,0.012354251,0.605203811,1.064954365,5.782280835,10.80935821,15.4306152,7.736356251,938.8088595,10.30318933,10.15996213,1.044480021,0.095236907,0.38594181,693.7501953,7.380434402,6.570700802,1.164312735,4.807523547,0.832136175,0.230352587,1.126484571,0.166206948,1.11501696,0.255773008,0.768109732,0.107073009,0.69018678,0.099219368,0.254716248,3.07043972,1.15028051,0.128481062,89.77214616,1.720077775,-0.43039027,35.61671995,32.96214102
762C,18X-3 94,325.95,49.52548059,EECO,0.580310851,0.230633076,0.296677115,0.033196158,0.170213128,0.758806563,0.019411265,15.77760767,0.013124233,0.387418391,0.630927742,3.499763202,7.871245879,11.74195881,5.143301726,817.2245842,9.432750069,5.948125512,0.587677009,0.052639201,0.272088578,746.872735,6.36229653,4.867146892,0.961906583,4.018515332,0.71828092,0.210545291,0.965594923,0.136345579,0.970052293,0.226222315,0.697610163,0.095751015,0.596395649,0.086332665,0.158572797,3.158251861,0.78589732,0.110127001,91.38097438,1.659624813,-0.224463249,30.34574622,33.54712875
762C,18X-4 106,327.57,49.66991162,EECO,0.518614925,0.254097387,0.360567983,0.032319709,0.206932564,0.939888696,0.026545411,18.09988627,0.014769949,0.564314443,1.719626434,8.400325558,7.240700433,13.70445706,6.345686887,812.8463442,9.414101716,7.90759353,0.841295566,0.064645635,0.320661575,490.984869,6.349710258,5.581126451,1.004213647,4.161462537,0.738893758,0.201428812,0.962825677,0.140732384,0.975876541,0.241052347,0.705213134,0.099487871,0.61921802,0.094513467,0.209168775,2.814955662,0.876106793,0.100731226,91.86571673,1.777242504,-0.269178361,31.28985662,32.95064571
762C,18X-5 97,328.98,49.79562011,EECO,0.574803914,0.249007035,0.508897548,0.053150344,0.302493653,1.31099823,0.034320351,22.29704567,0.011373322,0.693316654,1.230117247,6.025267498,11.06234763,14.76593362,9.891513661,954.6834969,13.2384211,10.65395477,1.044996109,0.114848901,0.452725305,947.7159213,9.855158273,8.012069336,1.701188939,7.007029543,1.284512117,0.350928523,1.620903836,0.2395426,1.542260937,0.356650561,1.024457663,0.144432945,0.902749168,0.133023596,0.278228299,2.979690383,1.302872597,0.125491958,87.713603,1.21459699,-0.694504721,47.41332913,30.33642268
762C,18X-6 67,330.18,49.90260606,EECO,0.514478689,0.230213581,0.391484161,0.055922136,0.223503942,1.072396542,0.028623826,20.95639648,0.01331702,0.614831438,0.960158122,4.096334612,8.47767268,16.60160951,6.46426231,897.4463404,11.47074836,7.371576417,0.797076007,0.043169496,0.322494419,645.6964368,7.782905135,6.260834414,1.258133171,5.329971453,0.907721116,0.258953874,1.267196853,0.183974664,1.243354264,0.282163695,0.820431059,0.116784556,0.771804391,0.112102243,0.202710096,3.614654873,0.948139501,0.11828779,91.89842419,1.583673731,-0.542191832,38.06707925,32.10171091
762C,18X-6 129,330.8,49.95788214,EECO,0.548945554,0.256942473,0.397179959,0.043316684,0.212632772,1.008123118,0.028821064,20.30501787,0.014550683,0.674400903,0.817297806,3.89906337,7.974915732,17.02018604,6.933290096,782.9508129,10.44892755,8.332592154,0.755074735,0.032727226,0.333739934,576.881187,7.007962659,5.686150034,1.114586886,4.639319301,0.78135513,0.189446479,1.033330308,0.157873273,1.097080581,0.257542099,0.747806619,0.110356427,0.692460396,0.105348712,0.208027161,3.464522442,0.880411533,0.121305242,91.28167819,1.685803063,-0.422919308,34.06954645,31.82230471
762C,18X-7 2,331.03,49.97838778,EECO,0.661162587,0.272790635,0.632814344,0.103539092,0.34950116,1.376459348,0.043383832,28.57893269,0.016749079,0.87840448,1.522598585,8.061617064,9.998430215,19.32046954,11.30143694,837.6913072,15.81179663,13.69593199,1.260751967,0.298166959,0.561132972,806.9863221,10.36152626,8.313393529,1.799784132,7.209985442,1.315312544,0.296574496,1.698339105,0.254433619,1.727280111,0.397188043,1.163006563,0.16648658,1.007779792,0.150283358,0.381618222,3.9521715,1.451305842,0.181989786,86.08284818,1.664258055,-0.688648231,51.6731702,30.00629051
762C,18X-CC 7,331.28,50.00067652,EECO,0.565947352,0.252676207,0.528125776,0.048308467,0.280800917,1.184262016,0.029651568,16.38082744,0.011704737,0.67043997,0.863217305,4.410347701,9.06209695,24.52456326,9.005652003,706.8413529,10.7675407,9.218663033,0.963412145,0.080475804,0.476224076,1196.760572,7.792169875,6.828034688,1.335144082,5.416323992,0.962864691,0.201517665,1.196788455,0.177979193,1.213926052,0.273712715,0.821424954,0.116614244,0.753180965,0.110269604,0.251134048,3.919956536,1.145110106,0.134235483,90.16574687,1.285262469,-0.732130837,37.96749188,31.01936273
762C,19X-1 32,331.83,50.04971174,EECO,0.580396288,0.227461307,0.396886714,0.033272483,0.212671946,1.217856638,0.020987016,13.93412874,0.013091539,0.495758553,0.707849189,3.067718271,6.845507464,60.99648741,6.269982028,672.5196024,9.711858935,6.623163551,0.676043359,0.064191567,0.349663081,561.522008,7.330692198,5.745900827,1.208262545,4.882816111,0.879100305,0.207420834,1.098893602,0.160762736,1.114600275,0.255217732,0.717091012,0.109136225,0.65956183,0.10213903,0.185115782,4.532684357,0.826981416,0.116583341,90.21408206,1.655294527,-0.660187786,34.1834542,31.94598361
762C,19X-1 79,332.3,50.45621302,EECO,0.502494958,0.222427979,0.318301267,0.047197537,0.177705639,0.939827085,0.020627926,14.1364412,0.013721737,0.485432487,0.662191722,2.845945206,6.95134421,52.87778002,5.175130034,606.533376,8.847034562,5.795211368,0.534892345,0.053295399,0.285885825,718.5855816,6.238398322,4.855759614,1.011856183,4.063849972,0.735800274,0.161864324,0.939564414,0.138465441,0.97793423,0.221294215,0.663209499,0.093770542,0.599581048,0.093726582,0.157645501,3.509506465,0.724642337,0.107297147,92.03049047,1.749653672,-0.545632866,29.64210922,30.81569794
762C,19X-1 139,332.9,50.51177515,EECO,0.559420049,0.230131412,0.411262607,0.048775417,0.22051544,0.934396812,0.027322404,16.08849573,0.014249182,0.485353529,0.682598238,3.250669828,7.051211846,37.49485814,6.47891593,627.1492977,9.09704803,6.955642143,0.733652444,0.073694892,0.367050691,646.365589,6.740569926,5.433910342,1.091798896,4.350509742,0.785179347,0.179718531,1.050721599,0.150806881,0.996090245,0.231236348,0.710667142,0.09766833,0.640842514,0.096213319,0.187040997,3.732924636,0.893641775,0.124148862,90.09046037,1.720289746,-0.627931599,31.65298119,30.98906264
762C,19X-2 7,333.08,50.52844379,EECO,0.563195432,0.234487177,0.38772318,0.043496526,0.196696584,1.013669981,0.024561163,16.37704707,0.0144966,0.472389965,0.719572746,3.67381526,7.713336016,41.50111307,6.373991326,593.1968701,9.479811113,6.863479324,0.67909526,0.039194863,0.34427084,784.0190366,6.710809846,5.551395769,1.077870954,4.441586704,0.831196864,0.180607662,1.037050147,0.155963812,1.028140969,0.232835213,0.700104708,0.104044401,0.636492353,0.098666216,0.182407877,3.497870485,0.863724065,0.118837885,91.02009229,1.711663847,-0.563919364,32.26657673,30.55755833
762C,19X-2 71,333.72,50.58771006,EECO,0.591253901,0.242514667,0.501543582,0.042761604,0.262798711,1.218532305,0.030472582,19.95378038,0.01411344,0.548230114,0.888412274,4.195853781,7.095430301,15.98367871,8.116072403,637.9854525,9.7911549,8.652979035,0.863657299,0.056015552,0.442633384,619.9022332,7.297737547,6.173507773,1.283882286,4.936110588,0.883515401,0.202474724,1.103350381,0.167402694,1.150599946,0.254360847,0.726863414,0.109602386,0.682298906,0.103887999,0.23920067,3.18691059,1.056597959,0.123925482,86.09764321,1.708100734,-0.668884627,34.86674979,29.72929079
762C,19X-2 132,334.33,50.64419822,EECO,0.589685433,0.268419975,0.652161227,0.044004749,0.360023797,1.523812246,0.043212929,24.03187165,0.015723128,0.734556541,1.170640091,5.677407876,8.202813209,18.78952697,10.73886156,682.1739628,10.84394196,11.81857307,1.163603051,0.067067248,0.597329636,921.1110505,8.263166138,7.819470741,1.463480575,5.669409958,1.044148613,0.229742015,1.315904065,0.191215435,1.276244548,0.287503947,0.841489089,0.122701268,0.784512595,0.1119773,0.314004304,3.580102729,1.389753693,0.138667725,87.31075053,1.503678946,-0.672586118,40.26490825,30.38014282
